season,player_name,age,team,games,minutes_per_game,fg,fga,fg_pct,three_p,three_pa,three_pct,two_p,two_pa,two_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts
2021-22,De'Aaron Fox,24.0,SAC,59,35.3,8.7,18.5,0.473,1.3,4.2,0.297,7.3999999999999995,14.3,0.5174825174825174,0.5054054054054054,4.4,5.9,0.75,0.4,3.5,3.9,5.6,1.2,0.4,2.8,2.9,23.2
2021-22,De'Andre Hunter,24.0,ATL,53,29.8,4.8,10.8,0.442,1.4,3.7,0.379,3.4,7.1000000000000005,0.4788732394366197,0.5092592592592592,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9,13.4
2021-22,De'Anthony Melton,24.0,MEM,73,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.43181818181818177,0.5,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8
2021-22,DeAndre Jordan,33.0,PHI,48,13.0,1.9,3.0,0.643,0.0,0.0,0.0,1.9,3.0,0.6333333333333333,0.6333333333333333,0.5,0.8,0.55,1.7,3.8,5.5,0.4,0.3,0.7,0.8,1.5,4.3
2021-22,DeAndre' Bembry,27.0,MIL,56,18.3,2.2,3.9,0.561,0.3,0.6,0.417,1.9000000000000001,3.3,0.5757575757575758,0.6025641025641026,0.4,0.6,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1
2021-22,DeJon Jarreau,24.0,IND,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,DeMar DeRozan,32.0,CHI,76,36.1,10.2,20.2,0.504,0.7,1.9,0.352,9.5,18.3,0.5191256830601093,0.5222772277227723,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9
2021-22,DeMarcus Cousins,31.0,DEN,48,14.9,3.1,6.8,0.46,0.8,2.5,0.303,2.3,4.3,0.5348837209302325,0.5147058823529412,2.0,2.6,0.76,1.5,4.1,5.6,1.5,0.7,0.4,1.8,2.9,9.0
2021-22,Dean Wade,25.0,CLE,51,19.2,1.9,4.3,0.456,1.0,2.8,0.359,0.8999999999999999,1.5,0.6,0.5581395348837209,0.4,0.6,0.667,0.6,2.3,2.9,1.0,0.6,0.1,0.3,1.7,5.3
2021-22,Deandre Ayton,23.0,PHX,58,29.5,7.6,12.0,0.634,0.1,0.3,0.368,7.5,11.7,0.6410256410256411,0.6375,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2
2021-22,Deividas Sirvydis,22.0,DET,3,8.9,0.3,3.3,0.1,0.3,2.3,0.143,0.0,1.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
2021-22,Dejounte Murray,25.0,SAS,68,34.8,8.4,18.3,0.462,1.4,4.3,0.327,7.0,14.0,0.5,0.49726775956284147,2.9,3.6,0.794,1.2,7.1,8.3,9.2,2.0,0.3,2.6,2.0,21.1
2021-22,Delon Wright,30.0,ATL,77,18.9,1.6,3.5,0.454,0.6,1.5,0.379,1.0,2.0,0.5,0.5428571428571429,0.7,0.8,0.857,0.6,2.2,2.9,2.4,1.2,0.2,0.6,0.7,4.4
2021-22,Deni Avdija,21.0,WAS,82,24.2,3.0,7.1,0.432,1.0,3.2,0.317,2.0,3.8999999999999995,0.5128205128205129,0.49295774647887325,1.3,1.7,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4
2021-22,Dennis Schröder,28.0,HOU,64,28.7,4.9,11.3,0.431,1.3,3.9,0.344,3.6000000000000005,7.4,0.4864864864864865,0.49115044247787615,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4,13.5
2021-22,Dennis Smith Jr.,24.0,POR,37,17.3,2.1,5.1,0.418,0.2,0.7,0.222,1.9000000000000001,4.3999999999999995,0.4318181818181819,0.4313725490196079,1.1,1.7,0.656,0.5,1.8,2.4,3.6,1.2,0.3,1.4,1.4,5.6
2021-22,Denzel Valentine,28.0,UTA,24,9.2,1.0,2.8,0.379,0.8,2.0,0.404,0.19999999999999996,0.7999999999999998,0.25,0.5,0.0,0.0,0.0,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.8,2.9
2021-22,Derrick Favors,30.0,OKC,39,16.7,2.4,4.7,0.516,0.1,0.4,0.125,2.3,4.3,0.5348837209302325,0.5212765957446808,0.4,0.6,0.64,1.5,3.2,4.7,0.6,0.4,0.3,0.2,1.6,5.3
2021-22,Derrick Jones Jr.,25.0,CHI,51,17.6,2.1,3.8,0.538,0.4,1.2,0.328,1.7000000000000002,2.5999999999999996,0.653846153846154,0.605263157894737,1.1,1.4,0.8,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6
2021-22,Derrick Rose,33.0,NYK,26,24.5,4.7,10.5,0.445,1.4,3.5,0.402,3.3000000000000003,7.0,0.4714285714285715,0.5142857142857143,1.2,1.2,0.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6,12.0
2021-22,Derrick Walton Jr.,27.0,DET,3,36.1,2.0,8.7,0.231,1.0,4.3,0.231,1.0,4.3999999999999995,0.2272727272727273,0.2873563218390805,1.3,1.3,1.0,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
2021-22,Derrick White,27.0,BOS,75,29.3,4.5,10.7,0.421,1.5,4.9,0.312,3.0,5.799999999999999,0.517241379310345,0.4906542056074767,2.7,3.1,0.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,2.3,13.2
2021-22,Desmond Bane,24.0,MEM,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.48684210526315796,0.5655172413793103,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2
2021-22,Devin Booker,25.0,PHX,68,34.5,9.7,20.9,0.466,2.7,7.0,0.383,6.999999999999999,13.899999999999999,0.5035971223021583,0.5287081339712919,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8
2021-22,Devin Cannady,26.0,ORL,5,28.9,3.0,8.8,0.341,3.0,7.4,0.405,0.0,1.4000000000000004,0.0,0.5113636363636364,1.0,1.4,0.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0
2021-22,Devin Vassell,21.0,SAS,71,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.6999999999999997,5.4,0.49999999999999994,0.5138888888888888,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3
2021-22,Devon Dotson,22.0,CHI,11,7.7,1.0,2.1,0.478,0.2,0.8,0.222,0.8,1.3,0.6153846153846154,0.5238095238095238,0.5,0.8,0.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6
2021-22,Devontae Cacok,25.0,SAS,15,8.1,1.4,2.1,0.677,0.0,0.0,0.0,1.4,2.1,0.6666666666666666,0.6666666666666666,0.3,0.5,0.571,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1
2021-22,Devonte' Graham,27.0,NOP,76,28.4,3.9,10.7,0.363,2.5,7.4,0.341,1.4,3.299999999999999,0.42424242424242437,0.4813084112149533,1.6,1.8,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3,11.9
2021-22,Dewayne Dedmon,32.0,MIA,67,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.1,3.5999999999999996,0.5833333333333334,0.5930232558139534,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3
2021-22,Didi Louzada,22.0,POR,9,14.4,1.3,3.7,0.364,1.0,2.6,0.391,0.30000000000000004,1.1,0.27272727272727276,0.48648648648648646,0.2,0.2,1.0,0.6,1.3,1.9,0.6,0.2,0.2,0.6,1.4,3.9
2021-22,Dillon Brooks,26.0,MEM,32,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.699999999999999,11.7,0.48717948717948717,0.475609756097561,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4
2021-22,Domantas Sabonis,26.0,SAC,62,34.4,7.1,12.5,0.573,0.6,2.0,0.312,6.5,10.5,0.6190476190476191,0.592,4.0,5.4,0.741,3.2,8.9,12.1,5.2,1.0,0.4,3.1,3.3,18.9
2021-22,Donovan Mitchell,25.0,UTA,67,33.8,9.2,20.5,0.448,3.5,9.8,0.355,5.699999999999999,10.7,0.5327102803738317,0.5341463414634146,4.0,4.7,0.853,0.8,3.4,4.2,5.3,1.5,0.2,3.0,2.4,25.9
2021-22,Donte DiVincenzo,25.0,SAC,42,23.9,2.8,8.0,0.351,1.8,5.2,0.339,0.9999999999999998,2.8,0.3571428571428571,0.46249999999999997,1.7,2.0,0.843,1.0,3.1,4.0,2.8,1.1,0.2,1.7,1.6,9.0
2021-22,Dorian Finney-Smith,29.0,DAL,80,33.0,4.1,8.7,0.471,2.2,5.4,0.395,1.8999999999999995,3.299999999999999,0.5757575757575758,0.5977011494252873,0.7,1.0,0.675,1.5,3.2,4.7,1.9,1.1,0.5,1.0,2.3,11.0
2021-22,Doug McDermott,30.0,SAS,51,24.0,4.2,9.1,0.462,2.1,5.0,0.422,2.1,4.1,0.5121951219512195,0.576923076923077,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5,11.3
2021-22,Draymond Green,32.0,GSW,46,28.9,2.9,5.6,0.525,0.3,1.2,0.296,2.6,4.3999999999999995,0.590909090909091,0.5446428571428571,1.3,2.0,0.659,1.0,6.3,7.3,7.0,1.3,1.1,3.0,3.0,7.5
2021-22,Drew Eubanks,25.0,POR,71,17.5,3.1,5.2,0.596,0.1,0.3,0.217,3.0,4.9,0.6122448979591836,0.6057692307692307,1.4,1.8,0.762,1.8,3.5,5.4,1.2,0.4,0.6,1.1,1.7,7.7
2021-22,Duane Washington Jr.,22.0,IND,48,20.2,3.6,8.9,0.405,1.7,4.5,0.377,1.9000000000000001,4.4,0.4318181818181818,0.5,1.0,1.3,0.754,0.1,1.6,1.7,1.8,0.5,0.1,1.2,1.4,9.9
2021-22,Duncan Robinson,28.0,MIA,79,25.9,3.7,9.2,0.399,2.9,7.9,0.372,0.8000000000000003,1.299999999999999,0.6153846153846161,0.5597826086956522,0.6,0.8,0.836,0.3,2.3,2.6,1.6,0.5,0.2,0.8,2.5,10.9
2021-22,Dwight Howard,36.0,LAL,60,16.2,2.2,3.7,0.612,0.1,0.3,0.533,2.1,3.4000000000000004,0.6176470588235293,0.6081081081081081,1.6,2.4,0.658,2.0,4.0,5.9,0.6,0.6,0.6,0.8,1.9,6.2
2021-22,Dwight Powell,30.0,DAL,82,21.9,3.3,4.9,0.671,0.2,0.5,0.351,3.0999999999999996,4.4,0.7045454545454544,0.693877551020408,2.0,2.6,0.783,2.1,2.8,4.9,1.2,0.5,0.5,0.8,2.7,8.7
2021-22,Dylan Windler,25.0,CLE,50,9.2,0.7,2.0,0.378,0.4,1.4,0.3,0.29999999999999993,0.6000000000000001,0.49999999999999983,0.44999999999999996,0.3,0.4,0.833,0.4,1.4,1.8,0.7,0.3,0.1,0.3,0.9,2.2
2021-22,Ed Davis,33.0,CLE,31,6.5,0.4,0.5,0.688,0.0,0.0,0.0,0.4,0.5,0.8,0.8,0.2,0.5,0.429,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,0.9
2021-22,Elfrid Payton,28.0,PHX,50,11.0,1.3,3.5,0.383,0.1,0.4,0.222,1.2,3.1,0.3870967741935484,0.38571428571428573,0.2,0.6,0.375,0.4,1.3,1.8,2.0,0.5,0.1,0.9,0.8,3.0
2021-22,Elijah Hughes,24.0,POR,36,12.1,1.3,4.0,0.326,0.7,2.6,0.263,0.6000000000000001,1.4,0.42857142857142866,0.4125,0.2,0.3,0.778,0.2,1.4,1.6,0.6,0.4,0.2,0.5,1.1,3.5
2021-22,Emanuel Terry,25.0,PHX,3,6.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
2021-22,Emmanuel Mudiay,26.0,SAC,2,5.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,2.0,0.75,0.0,0.0,0.0,2.0,0.5,0.0,0.5,0.5,1.5
2021-22,Enes Freedom,30.0,BOS,35,11.8,1.5,2.8,0.526,0.1,0.1,0.4,1.4,2.6999999999999997,0.5185185185185185,0.5535714285714286,0.7,0.8,0.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7
2021-22,Eric Bledsoe,32.0,POR,54,25.2,3.6,8.7,0.421,0.9,3.0,0.313,2.7,5.699999999999999,0.4736842105263159,0.4655172413793104,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9
2021-22,Eric Gordon,33.0,HOU,57,29.3,4.7,9.9,0.475,2.2,5.3,0.412,2.5,4.6000000000000005,0.5434782608695652,0.5858585858585859,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1,13.4
2021-22,Eric Paschall,25.0,UTA,58,12.7,2.0,4.1,0.485,0.7,1.9,0.37,1.3,2.1999999999999997,0.590909090909091,0.5731707317073171,1.1,1.5,0.767,0.5,1.3,1.8,0.6,0.2,0.1,0.5,0.9,5.8
2021-22,Eugene Omoruyi,25.0,DAL,4,4.5,0.5,1.3,0.4,0.3,0.5,0.5,0.2,0.8,0.25,0.5,0.5,1.0,0.5,0.5,1.3,1.8,0.5,0.0,0.0,0.0,0.5,1.8
2021-22,Evan Fournier,29.0,NYK,80,29.5,5.0,12.1,0.417,3.0,7.7,0.389,2.0,4.3999999999999995,0.4545454545454546,0.5371900826446281,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3,14.1
2021-22,Evan Mobley,21.0,CLE,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.5420560747663552,0.5208333333333334,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0
2021-22,Facundo Campazzo,31.0,DEN,65,18.2,1.6,4.6,0.361,0.9,3.0,0.301,0.7000000000000001,1.5999999999999996,0.43750000000000017,0.44565217391304357,0.9,1.2,0.769,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1
2021-22,Feron Hunt,22.0,NYK,2,4.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0
2021-22,Frank Jackson,24.0,DET,53,22.0,3.7,9.1,0.402,1.6,5.3,0.308,2.1,3.8,0.5526315789473685,0.4945054945054945,1.6,2.0,0.827,0.4,1.3,1.6,1.0,0.5,0.2,0.7,1.7,10.6
2021-22,Frank Kaminsky,29.0,PHX,9,20.1,4.0,7.3,0.545,0.6,1.7,0.333,3.4,5.6,0.6071428571428572,0.589041095890411,2.0,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6
2021-22,Frank Ntilikina,23.0,DAL,58,11.8,1.5,3.8,0.399,0.7,1.9,0.342,0.8,1.9,0.4210526315789474,0.48684210526315796,0.4,0.4,0.96,0.2,1.2,1.4,1.2,0.5,0.1,0.5,1.1,4.1
2021-22,Franz Wagner,20.0,ORL,79,30.7,5.8,12.3,0.468,1.2,3.4,0.354,4.6,8.9,0.5168539325842696,0.5203252032520325,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2
2021-22,Fred VanVleet,28.0,TOR,65,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.0999999999999996,6.999999999999998,0.4428571428571429,0.5118343195266273,3.0,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3
2021-22,Freddie Gillespie,25.0,ORL,9,13.2,1.0,2.4,0.409,0.0,0.1,0.0,1.0,2.3,0.4347826086956522,0.4166666666666667,0.3,0.8,0.429,1.4,2.6,4.0,0.6,0.3,1.0,0.6,2.0,2.3
2021-22,Furkan Korkmaz,24.0,PHI,67,21.1,2.7,7.0,0.387,1.1,4.0,0.289,1.6,3.0,0.5333333333333333,0.4642857142857143,1.0,1.3,0.81,0.3,2.3,2.6,1.9,0.5,0.1,0.7,0.9,7.6
2021-22,Gabe Vincent,26.0,MIA,68,23.4,3.1,7.5,0.417,1.8,4.8,0.368,1.3,2.7,0.48148148148148145,0.5333333333333333,0.6,0.8,0.815,0.3,1.5,1.9,3.1,0.9,0.2,1.4,2.3,8.7
2021-22,Gabe York,28.0,IND,2,10.7,1.0,3.5,0.286,0.5,3.0,0.167,0.5,0.5,1.0,0.35714285714285715,1.5,2.5,0.6,0.0,1.0,1.0,2.0,1.0,0.5,0.5,2.0,4.0
2021-22,Gabriel Deck,27.0,OKC,7,7.9,1.1,2.0,0.571,0.3,0.6,0.5,0.8,1.4,0.5714285714285715,0.625,0.0,0.0,0.0,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
2021-22,Gabriel Lundberg,27.0,PHX,4,11.1,1.3,4.8,0.263,0.8,2.0,0.375,0.5,2.8,0.17857142857142858,0.35416666666666674,0.0,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3
2021-22,Garrett Temple,36.0,NOP,59,18.6,1.9,5.0,0.376,1.0,3.1,0.319,0.8999999999999999,1.9,0.47368421052631576,0.48,0.5,0.7,0.683,0.5,1.9,2.4,1.3,0.7,0.4,0.7,1.4,5.2
2021-22,Garrison Mathews,25.0,HOU,65,26.3,2.8,7.1,0.399,2.1,5.9,0.36,0.6999999999999997,1.1999999999999993,0.5833333333333335,0.5422535211267605,2.2,2.8,0.794,0.5,2.4,2.9,1.0,0.9,0.4,0.6,2.6,10.0
2021-22,Gary Clark,27.0,NOP,38,10.0,0.9,2.3,0.375,0.7,1.8,0.4,0.20000000000000007,0.4999999999999998,0.4000000000000003,0.5434782608695653,0.2,0.3,0.7,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7
2021-22,Gary Harris,27.0,ORL,61,28.4,3.9,9.1,0.434,1.9,5.0,0.384,2.0,4.1,0.48780487804878053,0.532967032967033,1.4,1.6,0.874,0.6,1.4,2.0,1.8,1.0,0.1,1.0,1.8,11.1
2021-22,Gary Payton II,29.0,GSW,71,17.6,3.0,4.8,0.616,0.6,1.7,0.358,2.4,3.0999999999999996,0.7741935483870969,0.6875,0.5,0.8,0.603,1.0,2.5,3.5,0.9,1.4,0.3,0.6,1.8,7.1
2021-22,Gary Trent Jr.,23.0,TOR,70,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4000000000000004,7.7,0.4415584415584416,0.5096774193548387,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3
2021-22,George Hill,36.0,MIL,54,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4000000000000001,2.5999999999999996,0.5384615384615385,0.5098039215686275,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2
2021-22,George King,28.0,DAL,4,4.8,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.3,0.5,0.5,0.0,1.3,1.3,0.0,0.0,0.0,0.3,1.0,0.3
2021-22,Georges Niang,29.0,PHI,76,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.1,2.3000000000000007,0.4782608695652173,0.5743243243243243,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2
2021-22,Georgios Kalaitzakis,23.0,OKC,13,16.4,2.4,5.2,0.463,0.8,2.0,0.385,1.5999999999999999,3.2,0.49999999999999994,0.5384615384615384,1.1,2.3,0.467,0.5,1.2,1.6,0.9,0.8,0.2,1.5,1.5,6.6
2021-22,Giannis Antetokounmpo,27.0,MIL,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.200000000000001,15.000000000000002,0.6133333333333333,0.5833333333333334,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9
2021-22,Goga Bitadze,22.0,IND,50,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.1,3.4,0.6176470588235294,0.5700000000000001,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0
2021-22,Goran Dragic,36.0,BKN,21,23.7,2.7,7.2,0.377,0.8,3.0,0.254,1.9000000000000001,4.2,0.4523809523809524,0.4305555555555556,1.3,1.6,0.818,0.6,2.5,3.1,4.1,0.9,0.2,1.6,2.1,7.5
2021-22,Gordon Hayward,32.0,CHA,49,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4.0,8.1,0.4938271604938272,0.5317460317460317,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7,15.9
2021-22,Gorgui Dieng,32.0,ATL,44,8.4,1.2,2.5,0.473,0.7,1.5,0.426,0.5,1.0,0.5,0.6199999999999999,0.4,0.6,0.731,0.7,2.0,2.8,0.8,0.3,0.3,0.5,1.2,3.5
2021-22,Grant Williams,23.0,BOS,77,24.4,2.7,5.6,0.475,1.4,3.4,0.411,1.3000000000000003,2.1999999999999997,0.590909090909091,0.6071428571428572,1.1,1.2,0.905,0.8,2.7,3.6,1.0,0.5,0.7,0.8,2.4,7.8
2021-22,Grayson Allen,26.0,MIL,66,27.3,3.9,8.6,0.448,2.4,5.9,0.409,1.5,2.6999999999999993,0.5555555555555557,0.5930232558139534,1.0,1.1,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1
2021-22,Greg Brown III,20.0,POR,48,13.3,1.7,4.0,0.426,0.4,1.3,0.311,1.2999999999999998,2.7,0.4814814814814814,0.475,0.9,1.4,0.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7
2021-22,Greg Monroe,32.0,MIN,14,13.9,2.3,4.1,0.561,0.0,0.0,0.0,2.3,4.1,0.5609756097560976,0.5609756097560976,0.9,1.6,0.522,2.1,2.4,4.6,1.6,0.6,0.7,0.9,1.7,5.4
2021-22,Hamidou Diallo,23.0,DET,58,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.5466666666666666,0.5164835164835165,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0
2021-22,Harrison Barnes,30.0,SAC,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.3,6.1000000000000005,0.540983606557377,0.5555555555555555,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4
2021-22,Hassan Whiteside,33.0,UTA,65,17.9,3.3,5.1,0.652,0.0,0.0,0.0,3.3,5.1,0.6470588235294118,0.6470588235294118,1.6,2.6,0.623,2.6,5.0,7.6,0.4,0.3,1.6,0.8,2.8,8.2
2021-22,Hassani Gravett,25.0,ORL,8,21.4,2.3,4.8,0.474,1.4,3.3,0.423,0.8999999999999999,1.5,0.6,0.625,0.4,0.5,0.75,0.1,2.5,2.6,2.5,0.6,0.1,1.1,1.6,6.3
2021-22,Haywood Highsmith,25.0,MIA,19,8.6,0.8,2.4,0.348,0.5,1.5,0.321,0.30000000000000004,0.8999999999999999,0.3333333333333334,0.43750000000000006,0.1,0.3,0.4,0.5,0.8,1.4,0.3,0.1,0.2,0.2,0.7,2.3
2021-22,Herbert Jones,23.0,NOP,78,29.9,3.5,7.4,0.476,0.7,2.2,0.337,2.8,5.2,0.5384615384615384,0.5202702702702703,1.8,2.1,0.84,1.3,2.5,3.8,2.1,1.7,0.8,1.3,3.1,9.5
2021-22,Ignas Brazdeikis,23.0,ORL,42,12.8,1.9,4.5,0.431,0.6,2.1,0.31,1.2999999999999998,2.4,0.5416666666666666,0.4888888888888888,0.5,0.8,0.656,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1,5.0
2021-22,Immanuel Quickley,23.0,NYK,78,23.1,3.6,9.3,0.392,1.8,5.1,0.346,1.8,4.200000000000001,0.4285714285714285,0.48387096774193544,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1,11.3
2021-22,Isaac Bonga,22.0,TOR,15,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6000000000000001,0.16666666666666666,0.2777777777777778,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8
2021-22,Isaac Okoro,21.0,CLE,67,29.6,3.1,6.4,0.48,0.8,2.3,0.35,2.3,4.1000000000000005,0.5609756097560974,0.546875,1.8,2.3,0.768,1.1,1.9,3.0,1.8,0.8,0.3,0.9,2.4,8.8
2021-22,Isaiah Hartenstein,24.0,LAC,68,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.1999999999999997,5.0,0.6399999999999999,0.6481481481481481,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3
2021-22,Isaiah Jackson,20.0,IND,36,15.0,3.2,5.7,0.563,0.1,0.4,0.313,3.1,5.3,0.5849056603773585,0.5701754385964912,1.7,2.4,0.682,1.7,2.5,4.1,0.3,0.7,1.4,1.1,2.6,8.3
2021-22,Isaiah Joe,22.0,PHI,55,11.1,1.1,3.2,0.35,0.8,2.5,0.333,0.30000000000000004,0.7000000000000002,0.42857142857142855,0.46875,0.5,0.6,0.935,0.1,0.9,1.0,0.6,0.3,0.1,0.3,0.9,3.6
2021-22,Isaiah Livers,23.0,DET,19,20.2,2.2,4.7,0.456,1.4,3.4,0.422,0.8000000000000003,1.3000000000000003,0.6153846153846154,0.6170212765957447,0.6,0.7,0.857,0.8,2.2,3.0,1.1,0.7,0.4,0.8,1.9,6.4
2021-22,Isaiah Roby,24.0,OKC,45,21.1,3.7,7.2,0.514,1.0,2.2,0.444,2.7,5.0,0.54,0.5833333333333334,1.7,2.6,0.672,1.7,3.2,4.8,1.6,0.8,0.8,1.0,2.4,10.1
2021-22,Isaiah Stewart,21.0,DET,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.300000000000001,0.5238095238095237,0.5217391304347826,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3
2021-22,Isaiah Thomas,33.0,CHA,22,15.2,3.0,7.6,0.401,1.3,3.8,0.337,1.7,3.8,0.4473684210526316,0.48026315789473684,1.0,1.2,0.846,0.2,1.1,1.3,1.5,0.3,0.2,0.7,1.5,8.4
2021-22,Isaiah Todd,20.0,WAS,12,6.2,0.6,2.2,0.269,0.3,1.3,0.25,0.3,0.9000000000000001,0.33333333333333326,0.3409090909090909,0.2,0.5,0.333,0.3,0.8,1.0,0.3,0.3,0.2,0.3,0.3,1.7
2021-22,Ish Smith,33.0,WAS,65,17.3,2.8,6.6,0.43,0.4,1.0,0.373,2.4,5.6,0.4285714285714286,0.4545454545454546,0.2,0.4,0.625,0.4,1.8,2.2,3.8,0.7,0.4,1.2,1.2,6.3
2021-22,Ish Wainright,27.0,PHX,45,8.0,0.9,2.3,0.394,0.4,1.3,0.322,0.5,0.9999999999999998,0.5000000000000001,0.47826086956521746,0.2,0.3,0.583,0.6,0.6,1.2,0.3,0.4,0.1,0.3,1.1,2.4
